type,type_num,size_adv,size_out_pct,days_fm_last,mkt_cap,return_30d_num,return 30d,return 90d,name,code,director,date,shares,rec_date
BUY,1,180.7002799,9.090894195,46,1294,-1,-0.09,-0.21,Dragon Crown Group Holdings Ltd.,935,Ng Wai Man,31/10/2017,"110,966,000",20171102
BUY,1,0.158925157,0.016904796,1,136056,1,0.01,0.45,Longfor Properties Co. Ltd.,960,Wu Yajun,31/10/2017,"1,000,000",20171102
SELL,-1,0.156872736,0.062053332,8,203,-1,-0.18,-0.26,China Public Procurement Ltd.,1094,Ho Wai Kong,31/10/2017,"1,000,000",20171103
BUY,1,2.566936128,0.21245252,1,76987,-1,-0.11,0.15,China Hongqiao Group Ltd.,1378,Zhang Shiping,31/10/2017,"18,650,000",20171102
BUY,1,2.566936128,0.21245252,0,76987,-1,-0.11,0.15,China Hongqiao Group Ltd.,1378,Zheng Shuliang,31/10/2017,"18,650,000",20171102
BUY,1,1.038645399,0.05,4,628,-1,-0.05,-0.09,China Leon Inspection Holding Ltd.,1586,LI Xiangli,31/10/2017,"200,000",20171101
BUY,1,1.038645399,0.05,0,628,-1,-0.05,-0.09,China Leon Inspection Holding Ltd.,1586,ZHANG Aiying,31/10/2017,"200,000",20171101
BUY,1,0.181512833,0.01229772,1,6112,1,0.06,-0.12,Yestar Healthcare Holdings Co. Ltd.,2393,Hartono James,31/10/2017,"267,500",20171101
BUY,1,0.005697913,0.001297082,1,1592,-1,-0.01,-0.13,Addchance Holdings Ltd.,3344,Poon Sum,31/10/2017,"70,000",20171102
BUY,1,40.93566653,4.371584699,53,1976,-1,-0.01,0.02,China Hanking Holdings Ltd.,3788,Yang Jiye,31/10/2017,"80,000,000",20171106
BUY,1,0.017411653,0.002014562,4,343,1,0.47,0.71,China Health Group Inc.,8225,GUO XIA,31/10/2017,"20,000",20171113
BUY,1,0.05223496,0.006043686,0,343,1,0.47,0.71,China Health Group Inc.,8225,GUO XIA,31/10/2017,"60,000",20171113
BUY,1,0.087058266,0.010072809,0,343,1,0.47,0.71,China Health Group Inc.,8225,GUO XIA,31/10/2017,"100,000",20171113
BUY,1,0.034823307,0.004029124,0,343,1,0.47,0.71,China Health Group Inc.,8225,GUO XIA,31/10/2017,"40,000",20171113
BUY,1,0.369230951,0.019831189,7,2773,1,0.04,0.04,Hoifu Energy Group Ltd.,7,Hui Chi Ming,1/11/2017,"500,000",20171101
BUY,1,0.369230951,0.019831189,0,2773,1,0.04,0.04,Hoifu Energy Group Ltd.,7,Hui Chi Ming,1/11/2017,"500,000",20180102
BUY,1,0.749074091,0.082794675,1,134,-1,-0.04,0.02,Neway Group Holdings Ltd.,55,SUEK KA LUN ERNIE,1/11/2017,"210,000",20171102
BUY,1,0.299460942,0.020233185,1,2946,-1,-0.1,-0.1,HKC (Holdings) Ltd.,190,"OEI KANG, ERIC",1/11/2017,"107,000",20171106
BUY,1,369.1051948,4.565638554,35,308,1,0.1,0.05,Futong Technology Development Holdings Ltd.,465,Chen Jian,1/11/2017,"14,210,550",20171103
SELL,-1,369.1051948,4.565638554,0,308,1,0.1,0.05,Futong Technology Development Holdings Ltd.,465,Zhang Yun,1/11/2017,"14,210,550",20171103
BUY,1,0.058092082,0.009379468,8,640,-1,-0.09,-0.1,Asia Tele-Net And Technology Corporation Ltd.,679,LAM Kwok Hing,1/11/2017,"40,000",20171102
BUY,1,0.47005337,0.104933875,0,7814,-1,-0.09,-0.17,Panda Green Energy Group Ltd.,686,Li Alan,1/11/2017,"10,000,000",20171106
BUY,1,0.199601055,0.016413197,1,4238,-1,-0.07,-0.07,Soundwill Holdings Ltd.,878,Foo Kam Chu Grace,1/11/2017,"46,500",20171102
BUY,1,0.228971537,0.041013359,20,11707,-1,-0.02,0.22,Road King Infrastructure Ltd.,1098,ZEN WEI PEU,1/11/2017,"307,000",20171106
BUY,1,0.802563247,0.066424163,1,76987,-1,-0.16,0.04,China Hongqiao Group Ltd.,1378,Zhang Shiping,1/11/2017,"5,831,000",20171102
BUY,1,0.802563247,0.066424163,0,76987,-1,-0.16,0.04,China Hongqiao Group Ltd.,1378,Zheng Shuliang,1/11/2017,"5,831,000",20171102
BUY,1,3.159710921,1.571356275,0,474,-1,-0.07,0,Kingbo Strike Ltd.,1421,Yao Runxiong,1/11/2017,"18,630,000",20171106
BUY,1,1.42846723,0.167012949,1,2519,-1,-0.05,-0.14,Suchuang Gas Corporation Ltd.,1430,Su A ping,1/11/2017,"1,508,000",20171103
BUY,1,1.42846723,0.167012949,0,2519,-1,-0.05,-0.14,Suchuang Gas Corporation Ltd.,1430,Zhu Ya ying,1/11/2017,"1,508,000",20171103
BUY,1,0.31159362,0.015,1,628,-1,-0.04,-0.07,China Leon Inspection Holding Ltd.,1586,LI Xiangli,1/11/2017,"60,000",20171102
BUY,1,0.31159362,0.015,0,628,-1,-0.04,-0.07,China Leon Inspection Holding Ltd.,1586,ZHANG Aiying,1/11/2017,"60,000",20171102
BUY,1,0.010771332,0.00795518,22,132649,-1,-0.06,0.04,Sunac China Holdings Ltd.,1918,Wang Mengde,1/11/2017,"350,000",20171106
BUY,1,0.22052961,0.014941155,1,6112,1,0.06,-0.08,Yestar Healthcare Holdings Co. Ltd.,2393,Hartono James,1/11/2017,"325,000",20171102
BUY,1,0.40155869,0.131752306,0,2321,-1,-0.06,0.05,"Xinjiang Xinxin Mining Industry Co., Ltd. - H Shares",3833,ZHOU CHUANYOU,1/11/2017,"1,000,000",20171102
BUY,1,0.017411653,0.002014562,1,343,1,0.45,0.69,China Health Group Inc.,8225,GUO XIA,1/11/2017,"20,000",20171113
BUY,1,0.155076999,0.008329099,1,2773,1,0.06,0.07,Hoifu Energy Group Ltd.,7,Hui Chi Ming,2/11/2017,"210,000",20171102
BUY,1,0.155076999,0.008329099,0,2773,1,0.06,0.07,Hoifu Energy Group Ltd.,7,Hui Chi Ming,2/11/2017,"210,000",20180102
BUY,1,0.023687228,0.001599303,3,832,1,0.01,-0.02,CCT Fortis Holdings Ltd.,138,Mak Shiu Tong,2/11/2017,"14,000",20171107
BUY,1,0.002188573,0.000144906,8,4141,-1,-0.26,0.16,China Baoli Technologies Holdings Ltd.,164,Yeung Chun Wai Anthony,2/11/2017,"50,000",20180212
BUY,1,0.19530856,0.016060225,1,4238,-1,-0.07,-0.07,Soundwill Holdings Ltd.,878,Foo Kam Chu Grace,2/11/2017,"45,500",20171103
BUY,1,0.162592167,0.029123492,1,11707,-1,-0.03,0.25,Road King Infrastructure Ltd.,1098,ZEN WEI PEU,2/11/2017,"218,000",20171106
BUY,1,0.417410482,0.012705636,108,2606,-1,-0.01,0.16,Dream International Ltd.,1126,KIM SUNG SICK,2/11/2017,"86,000",20171103
BUY,1,2.417117899,0.200052811,1,76987,-1,-0.32,-0.16,China Hongqiao Group Ltd.,1378,Zhang Shiping,2/11/2017,"17,561,500",20171103
BUY,1,2.417117899,0.200052811,0,76987,-1,-0.32,-0.16,China Hongqiao Group Ltd.,1378,Zheng Shuliang,2/11/2017,"17,561,500",20171103
BUY,1,0.378903775,0.044300517,1,2519,-1,-0.05,-0.13,Suchuang Gas Corporation Ltd.,1430,Su A ping,2/11/2017,"400,000",20171107
BUY,1,0.378903775,0.044300517,0,2519,-1,-0.05,-0.13,Suchuang Gas Corporation Ltd.,1430,Zhu Ya ying,2/11/2017,"400,000",20171107
BUY,1,0.893235043,0.043,1,628,-1,-0.04,-0.05,China Leon Inspection Holding Ltd.,1586,LI Xiangli,2/11/2017,"172,000",20171103
BUY,1,0.893235043,0.043,0,628,-1,-0.04,-0.05,China Leon Inspection Holding Ltd.,1586,ZHANG Aiying,2/11/2017,"172,000",20171103
BUY,1,0.893235043,0.043,0,628,-1,-0.04,-0.05,China Leon Inspection Holding Ltd.,1586,ZHANG Aiying,2/11/2017,"172,000",20171103
BUY,1,0.029459055,0.006736039,3,4142,-1,-0.07,0.06,Xingda International Holdings Ltd.,1899,Liu Jinlan,2/11/2017,"100,000",20171107
BUY,1,0.015387617,0.011364543,1,132649,-1,-0.05,0.02,Sunac China Holdings Ltd.,1918,Wang Mengde,2/11/2017,"500,000",20171107
BUY,1,0.106485972,0.013334248,3,1728,-1,-0.07,-0.1,Meilleure Health International Industry Group Ltd.,2327,Zhou Xuzhou,2/11/2017,"480,000",20171106
BUY,1,0.305348691,0.020687753,1,6112,1,0.06,-0.07,Yestar Healthcare Holdings Co. Ltd.,2393,Hartono James,2/11/2017,"450,000",20171103
BUY,1,0.015954156,0.003631828,2,1592,-1,-0.01,-0.21,Addchance Holdings Ltd.,3344,Poon Sum,2/11/2017,"196,000",20171107
BUY,1,0.40155869,0.131752306,1,2321,-1,-0.11,-0.02,"Xinjiang Xinxin Mining Industry Co., Ltd. - H Shares",3833,ZHOU CHUANYOU,2/11/2017,"1,000,000",20171103
BUY,1,0.356701948,0.039426036,2,134,-1,-0.04,0,Neway Group Holdings Ltd.,55,SUEK KA LUN ERNIE,3/11/2017,"100,000",20171106
BUY,1,0.016919449,0.001142359,1,832,1,0.03,0,CCT Fortis Holdings Ltd.,138,Mak Shiu Tong,3/11/2017,"10,000",20171107
SELL,-1,0.08634113,0.015335431,0,1628,-1,-0.07,-0.26,China Display Optoelectronics Technology Holdings Ltd.,334,Zhao Yong,3/11/2017,"320,000",20171107
SELL,-1,0.047487622,0.008434487,0,1628,-1,-0.07,-0.26,China Display Optoelectronics Technology Holdings Ltd.,334,Zhao Yong,3/11/2017,"176,000",20171107
BUY,1,0.517130263,0.035247531,3,1625,1,0.01,0.17,Hung Hing Printing Group Ltd.,450,YUM CHAK MING MATTHEW,3/11/2017,"320,000",20171106
BUY,1,0.728827382,0.074850434,11,2518,-1,-0.06,0.13,Hopefluent Group Holdings Ltd.,733,Fu Wai Chung,3/11/2017,"500,000",20171106
BUY,1,0.032193719,0.00264729,1,4238,-1,-0.07,-0.08,Soundwill Holdings Ltd.,878,Foo Kam Chu Grace,3/11/2017,"7,500",20171106
BUY,1,0.028576981,0.007154529,1,1237,1,0.03,-0.02,Cybernaut International Holdings Co. Ltd.,1020,Zhu Min,3/11/2017,"300,000",20171106
BUY,1,0.063396028,0.01135549,1,11707,-1,-0.04,0.21,Road King Infrastructure Ltd.,1098,ZEN WEI PEU,3/11/2017,"85,000",20171106
BUY,1,0.143854678,0.014910053,14,16469,-1,-0.07,0.15,Powerlong Real Estate Holdings Ltd.,1238,Hoi Wa Fan,3/11/2017,"596,000",20171107
BUY,1,0.304753081,0.094984923,8,9159,1,0.1,0.29,CT Environmental Group Ltd.,1363,Tsui Cham To,3/11/2017,"6,000,000",20171107
BUY,1,0.389926544,0.032272278,1,76987,-1,-0.32,-0.19,China Hongqiao Group Ltd.,1378,Zhang Shiping,3/11/2017,"2,833,000",20171106
BUY,1,0.389926544,0.032272278,0,76987,-1,-0.32,-0.19,China Hongqiao Group Ltd.,1378,Zheng Shuliang,3/11/2017,"2,833,000",20171106
BUY,1,1.634969787,0.191156731,1,2519,-1,-0.05,-0.13,Suchuang Gas Corporation Ltd.,1430,Su A ping,3/11/2017,"1,726,000",20171107
BUY,1,1.634969787,0.191156731,0,2519,-1,-0.05,-0.13,Suchuang Gas Corporation Ltd.,1430,Zhu Ya ying,3/11/2017,"1,726,000",20171107
BUY,1,0.457003975,0.022,1,628,-1,-0.03,-0.06,China Leon Inspection Holding Ltd.,1586,LI Xiangli,3/11/2017,"88,000",20171106
BUY,1,0.457003975,0.022,0,628,-1,-0.03,-0.06,China Leon Inspection Holding Ltd.,1586,ZHANG Aiying,3/11/2017,"88,000",20171106
BUY,1,0.02044927,0.009508249,4,36789,1,0.1,0.71,KWG Property Holding Ltd.,1813,Kong Jianmin,3/11/2017,"300,000",20171106
BUY,1,0.029459055,0.006736039,1,4142,-1,-0.08,0.05,Xingda International Holdings Ltd.,1899,Liu Jinlan,3/11/2017,"100,000",20171108
BUY,1,0.05891811,0.013472078,0,4142,-1,-0.08,0.05,Xingda International Holdings Ltd.,1899,Liu Xiang,3/11/2017,"200,000",20171108
BUY,1,0.012248543,0.009046176,1,132649,-1,-0.06,-0.05,Sunac China Holdings Ltd.,1918,Wang Mengde,3/11/2017,"398,000",20171108
BUY,1,0.096693752,0.006551122,1,6112,1,0.04,-0.09,Yestar Healthcare Holdings Co. Ltd.,2393,Hartono James,3/11/2017,"142,500",20171106
SELL,-1,0.012378675,0.004149492,11,70274,-1,-0.04,0.01,ENN Energy Holdings Ltd.,2688,HAN Jishen,3/11/2017,"45,000",20171108
BUY,1,0.185923039,0.05167912,0,20359,-1,-0.04,0.4,Ronshine China Holdings Ltd.,3301,Wu Jian,3/11/2017,"772,500",20171108
BUY,1,0.185923039,0.05167912,0,20359,-1,-0.04,0.4,Ronshine China Holdings Ltd.,3301,Wu Jian,3/11/2017,"772,500",20180312
BUY,1,0.065119005,0.014823789,1,1592,-1,-0.01,-0.21,Addchance Holdings Ltd.,3344,Poon Sum,3/11/2017,"800,000",20171108
BUY,1,0.40155869,0.131752306,1,2321,-1,-0.1,-0.03,"Xinjiang Xinxin Mining Industry Co., Ltd. - H Shares",3833,ZHOU CHUANYOU,3/11/2017,"1,000,000",20171106
SELL,-1,68.24984644,25.34578898,28,2324,-1,-0.02,0.55,On Time Logistics Holdings Ltd.,6123,Haenisch Harmut Ludwig,3/11/2017,"105,000,000",20171109
SELL,-1,98.03277943,36.40620851,0,2324,-1,-0.02,0.55,On Time Logistics Holdings Ltd.,6123,Lam Chun Chin Spencer,3/11/2017,"150,820,000",20171109
SELL,-1,68.24984644,25.34578898,0,2324,-1,-0.02,0.55,On Time Logistics Holdings Ltd.,6123,Haenisch Hartmut Ludwig,3/11/2017,"105,000,000",20171115
BUY,1,0.748701091,0.08662616,2,343,1,0.45,0.61,China Health Group Inc.,8225,GUO XIA,3/11/2017,"860,000",20171113
BUY,1,0.087058266,0.010072809,0,343,1,0.45,0.61,China Health Group Inc.,8225,GUO XIA,3/11/2017,"100,000",20171113
BUY,1,0.10446992,0.012087371,0,343,1,0.45,0.61,China Health Group Inc.,8225,GUO XIA,3/11/2017,"120,000",20171113
BUY,1,0.417879679,0.048349485,0,343,1,0.45,0.61,China Health Group Inc.,8225,GUO XIA,3/11/2017,"480,000",20171113
BUY,1,0.121881573,0.014101933,0,343,1,0.45,0.61,China Health Group Inc.,8225,GUO XIA,3/11/2017,"140,000",20171113
BUY,1,0.051692333,0.002776366,4,2773,1,0.06,0.06,Hoifu Energy Group Ltd.,7,Hui Chi Ming,6/11/2017,"70,000",20171106
BUY,1,0.051692333,0.002776366,0,2773,1,0.06,0.06,Hoifu Energy Group Ltd.,7,Hui Chi Ming,6/11/2017,"70,000",20180102
BUY,1,0.642063507,0.070966864,3,134,-1,-0.06,0.04,Neway Group Holdings Ltd.,55,SUEK KA LUN ERNIE,6/11/2017,"180,000",20171107
BUY,1,0.380623254,0.025716945,5,2946,-1,-0.12,-0.09,HKC (Holdings) Ltd.,190,"OEI KANG, ERIC",6/11/2017,"136,000",20171109
SELL,-1,0.688570512,0.122300066,3,1628,-1,-0.17,-0.26,China Display Optoelectronics Technology Holdings Ltd.,334,Zhao Yong,6/11/2017,"2,552,000",20171109
SELL,-1,0.08634113,0.015335431,0,1628,-1,-0.17,-0.26,China Display Optoelectronics Technology Holdings Ltd.,334,Zhao Yong,6/11/2017,"320,000",20171109
BUY,1,0.161603207,0.011014854,3,1625,-1,-0.01,0.17,Hung Hing Printing Group Ltd.,450,YUM CHAK MING MATTHEW,6/11/2017,"100,000",20171108
BUY,1,2.996373312,0.26017818,54,1464,-1,-0.06,0.06,Tao Heung Holdings Ltd.,573,Chung Wai Ping,6/11/2017,"2,645,000",20171108
BUY,1,0.32837593,0.027002357,3,4238,-1,-0.07,-0.08,Soundwill Holdings Ltd.,878,Foo Kam Chu Grace,6/11/2017,"76,500",20171107
BUY,1,0.223004852,0.039944607,3,11707,-1,-0.05,0.24,Road King Infrastructure Ltd.,1098,ZEN WEI PEU,6/11/2017,"299,000",20171108
BUY,1,0.886797291,0.073395796,3,76987,-1,-0.35,-0.16,China Hongqiao Group Ltd.,1378,Zhang Shiping,6/11/2017,"6,443,000",20171108
BUY,1,0.886797291,0.073395796,0,76987,-1,-0.35,-0.16,China Hongqiao Group Ltd.,1378,Zheng Shuliang,6/11/2017,"6,443,000",20171108
BUY,1,0.841166379,0.098347148,3,2519,-1,-0.05,-0.13,Suchuang Gas Corporation Ltd.,1430,Su Aping,6/11/2017,"888,000",20171110
BUY,1,0.841166379,0.098347148,0,2519,-1,-0.05,-0.13,Suchuang Gas Corporation Ltd.,1430,Su Aping,6/11/2017,"888,000",20171110
BUY,1,0.841166379,0.098347148,0,2519,-1,-0.05,-0.13,Suchuang Gas Corporation Ltd.,1430,Zhu Yaying,6/11/2017,"888,000",20171110
BUY,1,0.841166379,0.098347148,0,2519,-1,-0.05,-0.13,Suchuang Gas Corporation Ltd.,1430,Zhu Yaying,6/11/2017,"888,000",20171110
BUY,1,0.237905593,0.015955132,12,7333,-1,-0.09,-0.04,Macau Legend Development Ltd.,1680,"Chow Kam Fai, David",6/11/2017,"1,000,000",20171107
BUY,1,0.02044927,0.009508249,3,36789,1,0.09,0.81,KWG Property Holding Ltd.,1813,Kong Jianmin,6/11/2017,"300,000",20171107
BUY,1,0.02680774,0.006129795,3,4142,-1,-0.07,0.03,Xingda International Holdings Ltd.,1899,Liu Jinlan,6/11/2017,"91,000",20171109
BUY,1,0.003077523,0.002272909,3,132649,-1,-0.05,0.04,Sunac China Holdings Ltd.,1918,Wang Mengde,6/11/2017,"100,000",20171109
BUY,1,0.06005905,0.026151722,0,15601,-1,-0.09,0.25,China SCE Property Holdings Ltd.,1966,Wong Chiu Yeung,6/11/2017,"1,000,000",20171107
BUY,1,0.070794136,0.013804805,11,1052,-1,-0.03,0.09,Hop Fung Group Holdings Ltd.,2320,Hui Sum Ping,6/11/2017,"110,000",20171108
BUY,1,0.731140477,0.049535675,3,6112,1,0.06,-0.06,Yestar Healthcare Holdings Co. Ltd.,2393,Hartono James,6/11/2017,"1,077,500",20171108
BUY,1,0.042840519,0.01190794,3,20359,-1,-0.04,0.46,Ronshine China Holdings Ltd.,3301,Wu Jian,6/11/2017,"178,000",20171108
BUY,1,0.042840519,0.01190794,0,20359,-1,-0.04,0.46,Ronshine China Holdings Ltd.,3301,Wu Jian,6/11/2017,"178,000",20180312
BUY,1,0.321246952,0.105401845,3,2321,-1,-0.23,-0.05,"Xinjiang Xinxin Mining Industry Co., Ltd. - H Shares",3833,ZHOU CHUANYOU,6/11/2017,"800,000",20171107
BUY,1,11.69799041,5.866436969,0,183,-1,-0.14,-0.12,Megalogic Technology Holdings Ltd.,8242,Lau Mo,6/11/2017,"82,000,000",20171108
BUY,1,0.169846237,0.009122347,1,2773,1,0.02,0.06,Hoifu Energy Group Ltd.,7,Hui Chi Ming,7/11/2017,"230,000",20171107
BUY,1,0.169846237,0.009122347,0,2773,1,0.02,0.06,Hoifu Energy Group Ltd.,7,Hui Chi Ming,7/11/2017,"230,000",20180102
BUY,1,0.820414481,0.090679882,1,134,-1,-0.07,0.04,Neway Group Holdings Ltd.,55,SUEK KA LUN ERNIE,7/11/2017,"230,000",20171108
BUY,1,0.607317986,0.041033655,1,2946,-1,-0.12,-0.1,HKC (Holdings) Ltd.,190,"OEI KANG, ERIC",7/11/2017,"217,000",20171110
BUY,1,0.118043635,0.00970673,1,4238,-1,-0.08,-0.09,Soundwill Holdings Ltd.,878,Foo Kam Chu Grace,7/11/2017,"27,500",20171109
BUY,1,0.052708617,0.013467994,43,22943,-1,-0.02,0.33,Xinyi Solar Holdings Ltd.,968,Tung Ching Sai,7/11/2017,"1,000,000",20171108
BUY,1,0.047628301,0.011924215,1,1237,1,0.02,-0.05,Cybernaut International Holdings Co. Ltd.,1020,Zhu Min,7/11/2017,"500,000",20171108
BUY,1,0.180792104,0.067508634,0,38514,1,0.01,0.74,Future Land Development Holdings Ltd.,1030,Wang Zhenhua,7/11/2017,"4,000,000",20171110
BUY,1,0.067871042,0.012157054,1,11707,-1,-0.07,0.23,Road King Infrastructure Ltd.,1098,ZEN WEI PEU,7/11/2017,"91,000",20171109
BUY,1,0.009441177,0.00064257,0,759,1,0.01,0.01,Kingworld Medicines Group Ltd.,1110,Chan Lok San,7/11/2017,"4,000",20171110
BUY,1,0.009441177,0.00064257,0,759,1,0.01,0.01,Kingworld Medicines Group Ltd.,1110,Zhao Li Sheng,7/11/2017,"4,000",20171110
BUY,1,0.120683455,0.012508434,4,16469,-1,-0.12,0.11,Powerlong Real Estate Holdings Ltd.,1238,Hoi Wa Fan,7/11/2017,"500,000",20171113
BUY,1,0.066388323,0.009943649,0,9111,1,0.03,0.01,HKBN Ltd.,1310,Horwitz Bradley Jay,7/11/2017,"100,000",20171110
BUY,1,0.47608751,0.039403392,1,76987,-1,-0.37,-0.19,China Hongqiao Group Ltd.,1378,Zhang Shiping,7/11/2017,"3,459,000",20171109
BUY,1,0.47608751,0.039403392,0,76987,-1,-0.37,-0.19,China Hongqiao Group Ltd.,1378,Zheng Shuliang,7/11/2017,"3,459,000",20171109
BUY,1,1.144289399,0.133787561,1,2519,-1,-0.08,-0.21,Suchuang Gas Corporation Ltd.,1430,Su Aping,7/11/2017,"1,208,000",20171115
BUY,1,1.144289399,0.133787561,0,2519,-1,-0.08,-0.21,Suchuang Gas Corporation Ltd.,1430,Zhu Yaying,7/11/2017,"1,208,000",20171116
BUY,1,1.038645399,0.05,4,628,-1,-0.01,-0.03,China Leon Inspection Holding Ltd.,1586,LI Xiangli,7/11/2017,"200,000",20171108
BUY,1,1.038645399,0.05,0,628,-1,-0.01,-0.03,China Leon Inspection Holding Ltd.,1586,ZHANG Aiying,7/11/2017,"200,000",20171108
BUY,1,0.029459055,0.006736039,1,4142,-1,-0.09,0.03,Xingda International Holdings Ltd.,1899,Liu Jinlan,7/11/2017,"100,000",20171110
BUY,1,0.06005905,0.026151722,1,15601,-1,-0.11,0.23,China SCE Property Holdings Ltd.,1966,Wong Chiu Yeung,7/11/2017,"1,000,000",20171108
BUY,1,0.208654939,0.014136631,1,6112,1,0.06,-0.07,Yestar Healthcare Holdings Co. Ltd.,2393,Hartono James,7/11/2017,"307,500",20171108
BUY,1,0.065119005,0.014823789,4,1592,-1,-0.04,-0.22,Addchance Holdings Ltd.,3344,Poon Sum,7/11/2017,"800,000",20171110
BUY,1,0.34935606,0.114624506,1,2321,-1,-0.23,-0.09,"Xinjiang Xinxin Mining Industry Co., Ltd. - H Shares",3833,ZHOU CHUANYOU,7/11/2017,"870,000",20171108
BUY,1,0.136975362,0.062172816,0,338,-1,-0.16,0.15,PFC Device Inc.,8231,Lam Peter,7/11/2017,"1,000,000",20171110
BUY,1,1.824248261,0.398435142,54,1096,1,0.11,0.22,Xinyi Automobile Glass Hong Kong Enterprises Ltd.,8328,Tung Ching Sai,7/11/2017,"2,152,000",20171108
BUY,1,1.824248261,0.398435142,0,1096,1,0.11,0.22,Xinyi Automobile Glass Hong Kong Enterprises Ltd.,8328,Tung Ching Sai,7/11/2017,"2,152,000",20171110
BUY,1,0.081230809,0.004362862,1,2773,1,0.03,0.03,Hoifu Energy Group Ltd.,7,Hui Chi Ming,8/11/2017,"110,000",20171108
BUY,1,0.081230809,0.004362862,0,2773,1,0.03,0.03,Hoifu Energy Group Ltd.,7,Hui Chi Ming,8/11/2017,"110,000",20180102
BUY,1,0.14094912,0.001825014,36,294,-1,-0.08,-0.18,Modern Media Holdings Ltd.,72,Shao Zhong,8/11/2017,"8,000",20171109
BUY,1,0.618512787,0.041790036,1,2946,-1,-0.11,-0.16,HKC (Holdings) Ltd.,190,"OEI KANG, ERIC",8/11/2017,"221,000",20171113
BUY,1,0.161603207,0.011014854,2,1625,1,0.07,0.1,Hung Hing Printing Group Ltd.,450,YUM CHAK MING MATTHEW,8/11/2017,"100,000",20171113
BUY,1,0.115897387,0.009530244,1,4238,-1,-0.04,-0.14,Soundwill Holdings Ltd.,878,Foo Kam Chu Grace,8/11/2017,"27,000",20171109
BUY,1,0.047628301,0.011924215,1,1237,-1,-0.02,-0.12,Cybernaut International Holdings Co. Ltd.,1020,Zhu Min,8/11/2017,"500,000",20171108
BUY,1,0.372522131,0.139101541,1,38514,1,0.07,0.58,Future Land Development Holdings Ltd.,1030,Wang Zhenhua,8/11/2017,"8,242,000",20171110
BUY,1,0.736411786,0.050120482,1,759,-1,-0.03,-0.07,Kingworld Medicines Group Ltd.,1110,Chan Lok San,8/11/2017,"312,000",20171110
BUY,1,0.736411786,0.050120482,0,759,-1,-0.03,-0.07,Kingworld Medicines Group Ltd.,1110,Zhao Li Sheng,8/11/2017,"312,000",20171110
BUY,1,1.416288084,0.117219112,1,76987,-1,-0.33,-0.19,China Hongqiao Group Ltd.,1378,Zhang Shiping,8/11/2017,"10,290,000",20171109
BUY,1,1.416288084,0.117219112,0,76987,-1,-0.33,-0.19,China Hongqiao Group Ltd.,1378,Zheng Shuliang,8/11/2017,"10,290,000",20171109
BUY,1,0.282283312,0.033003885,1,2519,-1,-0.1,-0.25,Suchuang Gas Corporation Ltd.,1430,Su Aping,8/11/2017,"298,000",20171113
BUY,1,0.282283312,0.033003885,0,2519,-1,-0.1,-0.25,Suchuang Gas Corporation Ltd.,1430,Zhu Yaying,8/11/2017,"298,000",20171113
BUY,1,0.262758226,0.0242211,0,649,-1,-0.09,-0.29,PuraPharm Corporation Ltd.,1498,"CHAN YU LING, ABRAHAM",8/11/2017,"60,000",20171113
BUY,1,0.262758226,0.0242211,0,649,-1,-0.09,-0.29,PuraPharm Corporation Ltd.,1498,"Man Yee Wai, Viola",8/11/2017,"60,000",20171113
BUY,1,0.519322699,0.025,1,628,1,0.01,-0.04,China Leon Inspection Holding Ltd.,1586,LI Xiangli,8/11/2017,"100,000",20171109
BUY,1,0.519322699,0.025,0,628,1,0.01,-0.04,China Leon Inspection Holding Ltd.,1586,ZHANG Aiying,8/11/2017,"100,000",20171109
BUY,1,0.672414692,0.031365169,70,414,-1,-0.1,-0.24,Vincent Medical Holdings Ltd.,1612,Choi Man Shing,8/11/2017,"200,000",20171109
BUY,1,0.029459055,0.006736039,1,4142,-1,-0.06,0.01,Xingda International Holdings Ltd.,1899,Liu Jinlan,8/11/2017,"100,000",20171113
BUY,1,0.088377165,0.020208117,0,4142,-1,-0.06,0.01,Xingda International Holdings Ltd.,1899,Liu Xiang,8/11/2017,"300,000",20171113
BUY,1,0.1201181,0.052303444,1,15601,-1,-0.08,0.16,China SCE Property Holdings Ltd.,1966,Wong Chiu Yeung,8/11/2017,"2,000,000",20171109
BUY,1,2.926052297,0.773318105,40,1344,1,0.03,-0.23,Sunshine Oilsands Ltd.,2012,Sun Kwok Ping,8/11/2017,"46,000,000",20171113
BUY,1,0.133107465,0.01666781,6,1728,-1,-0.04,-0.11,Meilleure Health International Industry Group Ltd.,2327,Zhou Xuzhou,8/11/2017,"600,000",20171110
BUY,1,0.11535395,0.007815373,1,6112,1,0.04,-0.08,Yestar Healthcare Holdings Co. Ltd.,2393,Hartono James,8/11/2017,"170,000",20171109
BUY,1,0.132514368,0.043478261,1,2321,-1,-0.22,-0.09,"Xinjiang Xinxin Mining Industry Co., Ltd. - H Shares",3833,ZHOU CHUANYOU,8/11/2017,"330,000",20171109
BUY,1,0.496246398,0.026653118,1,2773,1,0.05,0.05,Hoifu Energy Group Ltd.,7,Hui Chi Ming,9/11/2017,"672,000",20171110
BUY,1,0.496246398,0.026653118,0,2773,1,0.05,0.05,Hoifu Energy Group Ltd.,7,Hui Chi Ming,9/11/2017,"672,000",20180102
SELL,-1,0.098225459,0.004897762,24,119136,-1,-0.05,0,Wheelock and Co. Ltd.,20,Leung Chi Kin,9/11/2017,"100,000",20171114
